Patent,Abstract,Title
05704488,"A container arrangement for accommodating goods both while the same are being stored and shipped and while they are being displayed at the final destination includes a container including at least one compartment for holding such goods, a pallet of substantially the same contour as the container when viewed from above in a use orientation of the arrangement and situated underneath the container to support the same at an elevation above ground, and a skirt mounted at the interface between the container and the pallet and covering the pallet to conceal it from view at least while the arrangement is being used for displaying the goods. A plastically deformable element embedded in the skirt holds a movable skirt portion in the concealing position.","Concealable pallet for shipping/display container"
05704390,"An automatic variable demand flow regulator regulates water flow into a building based on variable supply and demand pressures. The regulator is positioned between a building and a water supply meter for the building. The regulator includes a piston that moves in response to pressure at both the supply side and the demand side of the regulator, and the piston is brought to rest when equilibrium is reached and the supply side and demand side pressures are balanced. When demand is low the piston is in a closed position and flow through the regulator is minimal. When demand increases to a condition where flow through the supply side of the regulator cannot provide equal pressures on both the supply and demand sides, the piston will automatically move toward the demand side to convey additional water to the demand side until the pressures are equalized on both sides of the piston.","Automatic variable demand flow regulator"
05704415,"The winding small tube apparatus comprises an extruded flat tubed strip having a plurality of openings leading to parallel lumens and a header for attaching to an end of this extruded flat tubed strip to cover the openings. Every other portion of the partition at the openings of the lumens disposed in the extruded flat tubed strip is cut away to connect the lumens to form a continuous winding, serpentine sealed channel. By this invention, the manufacturing process is facilitated, the overall height of the apparatus is lowered, and the heat exchange property is raised.","Winding small tube apparatus and manufacturing method thereof"
05704410,"The present invention provides a rack that functions as a curtain rail guard or a flowerpot rack and is designed to be a Do-It-Yourself product. The rack includes a decorative front guard, two decorative side guards, several partition plates, several connecting angles and a tie plate. The tie plate can be fastened to a desired location. The connecting angles connect the front and side guards, and with the partition plates form a decorative rack that can be engaged to the tie plate with stay rails, to attach the assembly to the correct location on a wall, as a curtain rail guard or a flowerpot rack.","Curtain rail and flower rack"
05704323,"Arrangement and method for an internal combustion engine (2), preferably a vehicle engine (2) provided with a turbo unit (14), whereby a compressed air device (18), preferably a compressor driven by an electric motor, builds up the charging pressure and thereby raises the air temperature in the engine combustion chamber (4) before the engine (2) starts. The result is a reduction in the environmentally harmful discharges which may otherwise occur when starting, owing to incomplete combustion.","Arrangement in - and method for starting - an internal combustion engine"
05704473,"A metal musical string having a plastic or polymer material covering an end of the string opposite to a ball end of the string is contained in a flexible enclosure or pouch. In a coiled configuration, the ends of the string are twisted around convolutions of the coil to maintain the coil configuration. Different colors of polymer material cover ends of respective different music strings to identify the strings contained in the single pouch. The polymer material is either thin to allow insertion through holes or slots of musical instruments or removable. The flexible enclosure is a sealed gas impervious pouch filled with a non-corrosive gas such as nitrogen, carbon dioxide, argon, helium, etc.","Music strings and packaging"
05704236,"A device for concealing, storing and permitting ready access to and use of a handcuff key which is not readily identifiable as a key holder but is easily retrieved and utilized by law enforcement personnel. The handcuff key is camouflaged and concealed in a variety of devices, such as a ball point pen enclosure, a pocket knife holder and a rectangular case.","Concealed handcuff key"
05704502,"An apparatus to assist a person having reduced manual dexterity in removing a cap from a container, the apparatus comprising a base and at least two tabs for removing the cap of the container by manual force against the tabs directly applied by one or more of the users's fingers or a narrow portion of an ulnar side of a forearm of the user. The tabs each extend upright from the base and are spaced from each other for engaging opposite sides of the at least one finger or the forearm. The tabs are arranged for twisting open the cap by turning the forearm or the finger solely by movement of the user's arm, so that gripping of the cap is unnecessary, in order to engage the tabs and rotate the cap in an opening direction while one of the fingers on the palm side and the forearm on the ulnar side is positioned between the tabs and against the base. The tabs may either extend parallel to each other or flare outwardly.","Closure with forearm engaging tabs for medication containers"
05704128,"A haircutting device includes a housing having a first opening defined in an underside thereof. A body is adjustably mounted in the housing and has a second opening defined in an underside thereof and communicating with the first opening. A haircutting mechanism is mounted on the underside of the body and located above the second opening. A suction member is mounted in the housing and includes a suction vent defined in an underside thereof and located above the haircutting mechanism. The suction member is operated to draw air from the housing through the first and second openings into the suction vent.","Haircutting device"
05704136,"A method of controlling the drying operation of a washing machine which comprising proceeding with an initial drying operation by applying a power voltage to a motor for a predetermined period of time according to the volume of laundry being treated; proceeding with an interim drying operation by applying a power voltage to the motor at a predetermined phase angle according to the volume of the laundry; and following with a main drying operation by applying a power voltage to the motor for a predetermined period of time.","Drying operation adjusting method for washing machine"
