patent,asgtype,assignee,city,state,country,nationality,residence,asgseq
03860569,2,"WESTVACO CORPORATION","","","","","",0
03860887,2,"AVCO CORPORATION","","","","","",0
03860044,3,"NISSAN MOTOR COMPANY, LIMITED","","","","","",0
03860548,2,"SCOTT PAPER CO.","","","","","",0
03860567,2,"MONSANTO COMPANY, INC.","","","","","",0
03860254,1,"","","","","","",0
03859903,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03860715,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03860325,3,"NEC CORPORATION","","","","","",0
03860388,1,"","","","","","",0
03859920,1,"","","","","","",0
03860720,2,"GULF RESEARCH AND DEVELOPMENT COMPANY","","","","","",0
03860719,2,"DOW CHEMICAL COMPANY","","","","","",0
03860470,2,"FORMICA CORP.","","","","","",0
03860238,3,"TOMY COMPANY, LTD.","","","","","",0
03860728,2,"DEVRO, INC.","","","","","",0
03860550,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03859819,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03860393,2,"CALIFORNIA INSTITUTE OF TECHNOLOGY","","","","","",0
03860552,2,"PITNEY-BOWES, INC.","","","","","",0
03859718,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03860681,3,"ASSOCIATED PORTLAND CEMENT MANUFACTURERS LIMITED","","","","","",0
03860698,2,"DEUTERIUM CORPORATION","","","","","",0
03860711,2,"S. C. JOHNSON + SON, INC.","","","","","",0
03860732,2,"CUMBERLAND PACKING CORPORATION","","","","","",0
03859703,2,"HALE FIRE PUMP COMPANY","","","","","",0
03860419,3,"HERMANN C. STARCK BERLIN","","","","","",0
03860706,3,"DAUCH SEIYAKU COMPANY, LIMITED","","","","","",0
03860132,1,"","","","","","",0
03860096,3,"FERRANTI LIMITED (NOW FERRANTI PLC)","","","","","",0
03860566,2,"PHILLIPS PETROLEUM COMPANY","","","","","",0
03860644,2,"VELSICOL CHEMICAL CORPORATION","","","","","",0
03860526,3,"HEMLAB AG","","","","","",0
03860767,4,"","","","","","",0
03860892,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03860173,1,"","","","","","",0
03860481,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860635,2,"GIVAUDAN CORPORATION","","","","","",0
03859886,1,"","","","","","",0
03860366,2,"GENERAL MOTORS CORPORATION","","","","","",0
03860292,3,"J. C. SODING   HALBACH","","","","","",0
03860140,2,"PRELOAD TECHNOLOGY INC.","","","","","",0
03860522,1,"","","","","","",0
03860138,2,"GOODYEAR AEROSPACE CORPORATION","","","","","",0
03860759,2,"CALIFORNIA INSTITUTE OF TECHNOLOGY","","","","","",0
03860667,2,"ICI AMERICAS INC.","","","","","",0
03860770,2,"APM CORPORATION","","","","","",0
03860100,2,"GULF + WESTERN MANUFACTURING COMPANY","","","","","",0
03859763,1,"","","","","","",0
03859695,2,"PHILLIPS PETROLEUM COMPANY","","","","","",0
03859930,1,"","","","","","",0
03860076,1,"","","","","","",0
03860855,2,"ROCKWELL INTERNATIONAL CORPORATION","","","","","",0
03859746,3,"MAUSER-WERKE AG","","","","","",0
03860150,2,"CIBA-GEIGY CORPORATION","","","","","",0
03859745,3,"BENELLI S.P.A. DIVISIONE ARMI","","","","","",0
03860543,3,"MITSUI PETROCHEMICAL INDUSTRIES LTD.","","","","","",0
03860700,3,"L'OREAL S.A.","","","","","",0
03859892,1,"","","","","","",0
03860055,3,"STAFA CONTROL SYSTEM AG","","","","","",0
03860689,3,"SHERRITT GORDON MINES LIMITED","","","","","",0
03860060,1,"","","","","","",0
03860286,2,"HEK MANUFACTURING COMPANY, INC.","","","","","",0
03859929,3,"RHEINSTAHL AG, FIRMA","","","","","",0
03860331,3,"ROBERT BOSCH PHOTOKINO GMBH","","","","","",0
03860413,3,"BOLIDEN AKTIEBOLAG","","","","","",0
03859996,2,"MIZZY INC.","","","","","",0
03860804,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860057,1,"","","","","","",0
03860873,2,"TAPE ATHON CORPORATION","","","","","",0
03859843,1,"","","","","","",0
03860097,2,"PARKER + HARPER MFG. CO., INC.","","","","","",0
03860602,2,"FIRESTONE TIRE & RUBBER CO.","","","","","",0
03860801,1,"","","","","","",0
03859879,3,"STANZTECHNIK GMBH ROEDER + SPENGLER","","","","","",0
03860176,3,"CHUBB FIRE SECURITY LIMITED","","","","","",0
03860893,3,"SOCIETE LIGNES TELEGRAPHIQUES ET TELEPHONIQUES","","","","","",0
03859738,1,"","","","","","",0
03860508,3,"AUTOMOBILES CITROEN","","","","","",0
03860671,2,"AKZONA INCORPORATED","","","","","",0
03860276,1,"","","","","","",0
03860672,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03860622,2,"VENTRON CORPORATION","","","","","",0
03860530,3,"GLOBAL WOOL INVESTMENTS LIMITED","","","","","",0
03860367,2,"FORD MOTOR COMPANY","","","","","",0
03860928,2,"RAYTHEON COMPANY","","","","","",0
03860840,3,"BBC BROWN, BOVERI & COMPANY, LIMITED","","","","","",0
03860568,3,"RHONE-POULENC S.A.","","","","","",0
03860422,3,"CANON KABUSHIKI KAISHA","","","","","",0
03860193,2,"SUPERIOR IRON WORKS   SUPPLY COMPANY, INC.","","","","","",0
03860074,3,"REGIE NATIONALE DES USINES RENAULT","","","","","",0
03860414,2,"INTERNATIONAL MINERALS AND CHEMICAL CORPORATION","","","","","",0
03859845,6,"UNITED STATES OF AMERICA, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","","","","","",0
03860289,2,"USX CORPORATION","","","","","",0
03860299,2,"FIAT-ALLIS CONSTRUCTION MACHINERY, INC.","","","","","",0
03860633,2,"DOW CHEMICAL COMPANY","","","","","",0
03860327,3,"CANON KABUSHIKI KAISHA","","","","","",0
03860137,2,"POLYTOP CORPORATION","","","","","",0
03859688,3,"VOLKSWAGENWERK AKTIENGESELLSCHAFT","","","","","",0
03859805,2,"CHICAGO BRIDGE + IRON COMPANY","","","","","",0
03860175,2,"CONSTRUCTION FORMS, INC.","","","","","",0
03860631,2,"SMITHKLINE BECKMAN CORPORATION","","","","","",0
03860649,2,"SANDOZ-WANDER INC.","","","","","",0
03859991,2,"SUDBURY ENGINEERING CORPORATION","","","","","",0
03859735,1,"","","","","","",0
03860485,1,"","","","","","",0
03859877,2,"DND CORPORATION","","","","","",0
03860402,2,"BABCOCK & WILCOX COMPANY","","","","","",0
03860690,2,"INSTITUTE OF GAS TECHNOLOGY","","","","","",0
03860618,1,"","","","","","",0
03860378,1,"","","","","","",0
03860739,2,"AMP INCORPORATED","","","","","",0
03859714,6,"UNITED STATES OF AMERICA, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","","","","","",0
03860679,2,"FIBER INDUSTRIES INC.","","","","","",0
03859912,2,"U.S.M. CORPORATION","","","","","",0
03860380,3,"WINDMOELLER & HOELSCHER GMBH","","","","","",0
03860288,2,"BURKHOLDER PAVING, INC.","","","","","",0
03860237,2,"IDEAL TOY CORPORATION","","","","","",0
03860908,2,"HONEYWELL INFORMATION SYSTEMS INC.","","","","","",0
03859834,1,"","","","","","",0
03860691,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03859992,1,"","","","","","",0
03859821,2,"VANMARK CORPORATION","","","","","",0
03860306,2,"SCHAEFER CORPORATION","","","","","",0
03860555,3,RHONE-PROGIL,"","","","","",0
03860342,6,"UNITED STATES OF AMERICA, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","","","","","",0
03860630,2,"HOFFMANN-LA ROCHE INC.","","","","","",0
03859967,2,"OUTBOARD MARINE CORPORATION","","","","","",0
03860772,2,"CARTER PRECISION ELECTRIC COMPANY","","","","","",0
03860832,3,"BIONIC INDUSTRIES LIMITED","","","","","",0
03859673,1,"","","","","","",0
03860131,2,"NAVISTAR INTERNATIONAL TRANSPORTATION CORP.","","","","","",0
03860621,2,"CHEMETRON CORPORATION","","","","","",0
03860242,1,"","","","","","",0
03860281,2,"MEAD CORPORATION","","","","","",0
03860924,2,"HUGHES AIRCRAFT COMPANY","","","","","",0
03860743,1,"","","","","","",0
03860170,2,"ROBERTSHAW CONTROLS COMPANY","","","","","",0
03860902,2,"HUGHES TOOL COMPANY","","","","","",0
03860626,3,"INSTITUT NEORGANICHESKOI KHIMII","","","","","",0
03859677,2,"INVALID CARRIER INC.","","","","","",0
03859882,3,"SULZER BROTHERS LTD.","","","","","",0
03860039,3,"THE BRITISH PETROLEUM COMPANY P.L.C.","","","","","",0
03860958,2,"INTERNATIONAL BUSINESS MACHINES CORPORATION","","","","","",0
03860946,2,"CALIFORNIA INSTITUTE OF TECHNOLOGY","","","","","",0
03860925,2,"SINGER COMPANY","","","","","",0
03860396,2,"OLIN CORPORATION","","","","","",0
03860889,2,"UNITED TECHNOLOGIES CORPORATION","","","","","",0
03859765,2,"UNITED STATES GYPSUM COMPANY","","","","","",0
03860554,2,"STAUFFER CHEMICAL COMPANY","","","","","",0
03859761,3,"TYROLIT SCHLEIFMITTELWERKE SWAROVSKI K.G.","","","","","",0
03860439,2,"HOOKER CHEMICALS & PLASTICS CORP.","","","","","",0
03860895,2,"HONEYWELL INFORMATION SYSTEMS INC.","","","","","",0
03860790,2,"MINNESOTA MINING AND MANUFACTURING COMPANY","","","","","",0
03860935,2,"HONEYWELL INC.","","","","","",0
03860065,2,"TRANE COMPANY","","","","","",0
03860891,2,"VARIAN ASSOCIATES, INC.","","","","","",0
03860785,2,"CRC-CROSE INTERNATIONAL INC.","","","","","",0
03860234,2,"STANDARD REGISTER COMPANY","","","","","",0
03860209,2,"PECK + HALE, INC.","","","","","",0
03860709,2,"DOW CORNING CORPORATION","","","","","",0
03860901,2,"RAYTHEON COMPANY","","","","","",0
03860597,2,"TEXACO INC.","","","","","",0
03860879,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03859857,1,"","","","","","",0
03859687,1,"","","","","","",0
03860215,2,"HYDRANAUTICS CORPORATION","","","","","",0
03860914,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860752,2,"ZENITH ELECTRONICS CORPORATION","","","","","",0
03860081,3,"M.A.N.-MASCHINENFABRIK AUGSBURG-NURNBERG AKTIENGESELLSCHAFT","","","","","",0
03860740,1,"","","","","","",0
03860843,3,"MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.","","","","","",0
03860191,2,"PRIMARK CORPORATION","","","","","",0
03860918,2,"BECTON DICKINSON ELECTRONICS COMPANY","","","","","",0
03860505,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860611,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859722,3,"SIEMENS AKTIENGESELLSCHAFT","","","","","",0
03860206,2,"EMBASSY INDUSTRIES, INC.","","","","","",0
03859990,1,"","","","","","",0
03860385,1,"","","","","","",0
03860455,2,"OXY METAL FINISHING CORPORATION","","","","","",0
03860613,3,"CIBA-GEIGY CORPORATION","","","","","",0
03860178,3,"ROBERT BOSCH GMBH","","","","","",0
03860670,3,"MICHAEL HUBER MUNCHEN, GMBH","","","","","",0
03859705,2,"KUHLMAN CORPORATION","","","","","",0
03860222,2,"WALL COLMONOY CORPORATION","","","","","",0
03860627,2,"STAUFFER CHEMICAL COMPANY","","","","","",0
03859953,1,"","","","","","",0
03860794,2,"BENDIX CORPORATION(NOW ALLIED-SIGNAL INC.)","","","","","",0
03860841,3,CROUZET,"","","","","",0
03860261,3,"TAKATA KOJYO CO., LTD.","","","","","",0
03859676,1,"","","","","","",0
03860152,1,"","","","","","",0
03860467,2,"AT&T CORP.","","","","","",0
03860534,3,"POWER-GAS CORPORATION LIMITED","","","","","",0
03859716,3,"SIEMENS AKTIENGESELLSCHAFT","","","","","",0
03859993,1,"","","","","","",0
03860628,2,"MERCK + CO., INC.","","","","","",0
03860521,2,"BASF WYANDOTTE CORPORATION","","","","","",0
03860323,3,"ARTUR FISCHER","","","","","",0
03860837,2,"ITT CORPORATION","","","","","",0
03860864,3,"MARCONI COMPANY LIMITED","","","","","",0
03860349,1,"","","","","","",0
03860931,7,"POST OFFICE","","","","","",0
03860617,3,"FISONS LIMITED","","","","","",0
03859675,2,"VOPLEX CORPORATION","","","","","",0
03860015,1,"","","","","","",0
03860474,1,"","","","","","",0
03860615,2,"HOFFMANN-LA ROCHE INC.","","","","","",0
03860710,3,"CONSIGLIO NAZIONALE DELLE RICERCHE","","","","","",0
03860272,3,"BECKER DRILLING  ALBERTA  LIMITED","","","","","",0
03860185,3,"NIPPON SEREN CO., LTD.","","","","","",0
03860136,2,"CHILD RESISTANT PACKAGING, INC.","","","","","",0
03860210,4,"","","","","","",0
03860479,2,"UNION CAMP CORPORATION","","","","","",0
03860187,3,"SIEMENS AKTIENGESELLSCHAFT","","","","","",0
03860429,2,"ICI AMERICAS INC.","","","","","",0
03860212,2,"BENNER-NAWMAN, INC.","","","","","",0
03860473,1,"","","","","","",0
03860876,1,"","","","","","",0
03860457,3,"KYMIN OSAKEYHTION KYMAMNS AKTIEBOLAG","","","","","",0
03860465,3,"TELEFONAKTIEBOLAGET LM ERICSSON","","","","","",0
03860544,2,"DE SOTO, INC.","","","","","",0
03860557,2,"BEATRICE COMPANIES, INC.","","","","","",0
03860379,2,"ARMSTRONG WORLD INDUSTRIES, INC.","","","","","",0
03860012,2,"KIMBERLY-CLARK CORPORATION","","","","","",0
03859793,3,"KOMMANDITBOLAGET UNITED STIRLING (SWEDEN) AB   CO.","","","","","",0
03860456,2,"USX CORPORATION","","","","","",0
03860358,2,"UNITED TECHNOLOGIES CORPORATION","","","","","",0
03860778,2,"THERMATOOL CORPORATION","","","","","",0
03860863,3,"ROWENTA-WERKE GMBH","","","","","",0
03860364,2,"COMPUMP SYSTEMS, INC.","","","","","",0
03860877,2,"UNITED TECHNOLOGIES CORPORATION","","","","","",0
03860107,1,"","","","","","",0
03859791,2,"AMERICAN STANDARD, INC.","","","","","",0
03860011,2,"LIGGETT GROUP INC.","","","","","",0
03860777,2,"AMAX INC.","","","","","",0
03860476,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860637,2,"JEFFERSON CHEMICAL COMPANY, INC.","","","","","",0
03859822,2,"SINGER COMPANY","","","","","",0
03860151,1,"","","","","","",0
03860214,1,"","","","","","",0
03859881,2,"LEWIS MACHINE COMPANY, A DIVISION OF WYLE LABORATORIES","","","","","",0
03860761,2,"AT&T CORP.","","","","","",0
03860669,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03859950,1,"","","","","","",0
03860641,3,"AKZO N.V.","","","","","",0
03860078,1,"","","","","","",0
03859751,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03860558,2,"CIBA-GEIGY CORPORATION","","","","","",0
03859906,1,"","","","","","",0
03860874,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03860694,2,"E. I. DU PONT DE NEMOURS AND COMPANY","","","","","",0
03860406,2,"FORD MOTOR COMPANY","","","","","",0
03860619,3,"NOVO TERAPEUTISK LABORATORIUM A/S","","","","","",0
03860217,2,"KENICS CORPORATION","","","","","",0
03860601,1,"","","","","","",0
03859918,1,"","","","","","",0
03860913,1,"","","","","","",0
03860010,2,"HAYBUSTER MANUFACTURING INC.","","","","","",0
03860927,3,"TOKYO KEIKI COMPANY LIMITED","","","","","",0
03860051,1,"","","","","","",0
03860255,1,"","","","","","",0
03860158,2,"COMSTOCK + WESCOTT, INC.","","","","","",0
03859736,6,"UNITED STATES OF AMERICA, NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","","","","","",0
03860235,2,"DEL MAR ENGINEERING LABORATORIES","","","","","",0
03860410,2,"STAUFFER CHEMICAL COMPANY","","","","","",0
03860791,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03859717,2,"ROCKWELL INTERNATIONAL CORPORATION","","","","","",0
03860537,3,"IMPERIAL CHEMICAL INDUSTRIES PLC","","","","","",0
03860751,3,"ROBERT BOSCH FERNSEHANLAGEN GMBH","","","","","",0
03860294,2,"ITT CORPORATION","","","","","",0
03859818,1,"","","","","","",0
03859864,1,"","","","","","",0
03860053,2,"NORDIC INTERNATIONAL CO.","","","","","",0
03859983,1,"","","","","","",0
03860075,3,"MORRIS ROD-WEEDER CO., LTD.","","","","","",0
03860668,3,"IMPERIAL CHEMICAL INDUSTRIES PLC","","","","","",0
03860856,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03860061,3,"VEREINIGTE OSTERREICHISCHE EISEN- UND STAHLWERKE-ALPINE MONT","","","","","",0
03860179,1,"","","","","","",0
03860936,2,"EASTMAN KODAK COMPANY","","","","","",0
03860955,3,"VICTOR COMPANY OF JAPAN, LIMITED","","","","","",0
03860638,2,"INORGANIC + METAL TREATING CHEMICALS DIVISION","","","","","",0
03859922,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03860263,1,"","","","","","",0
03860383,2,"PHILLIPS PETROLEUM COMPANY","","","","","",0
03859894,3,"WINDMOELLER & HOELSCHER GMBH","","","","","",0
03860658,2,"SHELL OIL COMPANY","","","","","",0
03860154,1,"","","","","","",0
03860482,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03860348,2,"SCHICK INCORPORATED","","","","","",0
03859779,3,"LTG LUFTTECHNISCHE GMBH","","","","","",0
03860899,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03859795,3,"BROWN BOVERI-SULZER TURBOMASCHINEN AG","","","","","",0
03860103,2,"LITTON BUSINESS SYSTEMS INC.","","","","","",0
03860241,1,"","","","","","",0
03859971,1,"","","","","","",0
03860447,2,"AT&T CORP.","","","","","",0
03860316,2,"AT&T CORP.","","","","","",0
03859737,1,"","","","","","",0
03860462,6,"UNITED STATES OF AMERICA, ARMY","","","","","",0
03860527,2,"FMC CORPORATION","","","","","",0
03860926,2,"HUGHES AIRCRAFT COMPANY","","","","","",0
03860545,1,"","","","","","",0
03860748,2,"JERROLD ELECTRONICS CORPORATION","","","","","",0
03860041,2,"AMETEK, INC.","","","","","",0
03859802,2,"BETHLEHEM STEEL CORPORATION","","","","","",0
03860022,1,"","","","","","",0
03860244,1,"","","","","","",0
03860089,1,"","","","","","",0
03860267,1,"","","","","","",0
03859847,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860504,3,"KALI CHEMIE FLUOR GMBH","","","","","",0
03860390,1,"","","","","","",0
03860503,3,"RIKEN LIGHT METAL INDUSTRY COMPANY LIMITED","","","","","",0
03860139,2,"AVID CORPORATION","","","","","",0
03860903,2,"WESTINGHOUSE ELECTRIC CORP.","","","","","",0
03860539,1,"","","","","","",0
03860426,2,"EASTMAN KODAK COMPANY","","","","","",0
03860441,2,"DOW CHEMICAL COMPANY","","","","","",0
03860444,3,"COCKERILL OUGREE PROVIDENCE S.A.","","","","","",0
03859750,2,"MARVIN GLASS & ASSOCIATES","","","","","",0
03859764,1,"","","","","","",0
03860249,1,"","","","","","",0
03860646,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03860643,2,"VELSICOL CHEMICAL CORPORATION","","","","","",0
03860239,1,"","","","","","",0
03860950,3,"AGFA-GEVAERT, AG","","","","","",0
03859827,3,"PATENTES FAC, S.A.","","","","","",0
03860607,3,"RICHARDSON-MERRELL S.P.A.","","","","","",0
03859799,2,"DRAVO CORPORATION","","","","","",0
03860734,3,"DRAGOCO GEBERDING & CO. GMBH","","","","","",0
03859973,2,"ALLIS-CHALMERS CORPORATION","","","","","",0
03860146,2,"NAVISTAR INTERNATIONAL TRANSPORTATION CORP.","","","","","",0
03860525,2,"COLGATE-PALMOLIVE COMPANY","","","","","",0
03860008,2,"DOW CORNING CORPORATION","","","","","",0
03859952,1,"","","","","","",0
03859741,1,"","","","","","",0
03859829,3,"TECHNICA-GUSS GMBH","","","","","",0
03859970,2,"ALLIS-CHALMERS CORPORATION","","","","","",0
03860834,1,"","","","","","",0
03860352,2,"CONCHEMCO, INCORPORATED","","","","","",0
03860404,1,"","","","","","",0
03860881,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03859980,1,"","","","","","",0
03859752,2,"MARVIN GLASS & ASSOCIATES","","","","","",0
03860852,2,"GTE PRODUCTS CORPORATION","","","","","",0
03860084,3,"VOSPER THORNYCROFT LIMITED","","","","","",0
03860868,1,"","","","","","",0
03860145,2,"TANGEN DRIVES, INC.","","","","","",0
03860265,1,"","","","","","",0
03859820,3,"APPLIED AIR CONDITIONING EQUIPMENT PTY. LTD.","","","","","",0
03859776,2,"WEED EATER, INC.","","","","","",0
03860629,2,"ZOECON CORPORATION","","","","","",0
03860128,2,"MOORE-IEM, INC.","","","","","",0
03860129,3,"CHANTIERS NAVALS DE LA CIOTAT ETABLISSEMENT DU TRAIT","","","","","",0
03859848,3,"ZWICK   CO. KOMMANDITGESELLSCHAFT","","","","","",0
03860356,3,"BROWN BOVERI-SULZER TURBOMASCHINEN AG","","","","","",0
03860835,6,"UNITED STATES OF AMERICA, NAVY","","","","","",0
03860336,2,"XEROX CORPORATION","","","","","",0
03859713,3,"MASCHINENFABRIK BUCKAU R. WOLF AKTIENGESELLSCHAFT","","","","","",0
03860787,2,"RHEEM INTERNATIONAL INC.","","","","","",0
03860900,2,"AT&T CORP.","","","","","",0
03859859,2,"DURRUM INSTRUMENT CORPORATION","","","","","",0
03859749,2,"MATTEL INC.","","","","","",0
03860198,2,"EASTMAN KODAK COMPANY","","","","","",0
03859889,1,"","","","","","",0
03860330,2,"BAUSCH & LOMB, INC.","","","","","",0
03860418,3,"STORA KOPPARBERGS BERGSLAGS AB","","","","","",0
03860290,3,"DOBSON PARK INDUSTRIES PLC.","","","","","",0
03860817,2,"GENERAL ELECTRIC COMPANY","","","","","",0
03860260,3,"AISIN SEIKI KABUSHIKI KAISHA","","","","","",0
03860872,3,"PYE LIMITED","","","","","",0
03860491,2,"ARTISAN INDUSTRIES INC.","","","","","",0
03860266,2,"SUPERIOR TOWBAR MANUFACTURING CO., INC.","","","","","",0
03860162,2,"NOSPIL LIMITED","","","","","",0
03859863,2,"GLEASON WORKS","","","","","",0
03860018,2,"REITER INDUSTRIES, INC.","","","","","",0
03860450,2,"CALIFORNIA INSTITUTE OF TECHNOLOGY","","","","","",0
03859806,2,"EXXON PRODUCTION RESEARCH COMPANY","","","","","",0
03860161,5,"","","","","","",0
03859701,2,"ARMSTRONG WORLD INDUSTRIES, INC.","","","","","",0
03859923,3,"TEBRON HOLDINGS LIMITED","","","","","",0
03860300,2,"CAMBRIDGE THERMIONIC CORPORATION","","","","","",0
03860066,2,"OTIS ENGINEERING CORPORATION","","","","","",0
03859833,3,"AGENCE NATIONALE DE VALORISATION DE LA RECHERCHE (ANVAR)","","","","","",0
03859976,1,"","","","","","",0
03860757,2,"GTE AUTOMATIC ELECTRIC LABORATORIES INCORPORATED","","","","","",0
03860449,3,"FUJI PHOTO FILM CO., LTD","","","","","",0
03860091,1,"","","","","","",0
03860733,2,"MERCK + CO., INC.","","","","","",0
03860725,2,"PILLSBURY COMPANY","","","","","",0
03859721,2,"EMERSON  ELECTRIC CO.","","","","","",0
03860604,2,"CIBA-GEIGY CORPORATION","","","","","",0
03859699,3,"SANDVIK AKTIEBOLAG","","","","","",0
03859876,3,"CITIZEN WATCH CO., LTD.","","","","","",0
03860264,2,"MATTEL INC.","","","","","",0
03860056,3,"SOCIETE DITE  FRANCIAFLEX","","","","","",0
03859692,1,"","","","","","",0
03860350,1,"","","","","","",0
03860662,2,"HALCON INTERNATIONAL INC.","","","","","",0
03859804,2,"BROWN + ROOT, INC.","","","","","",0
03859696,2,"CHEVRON RESEARCH & TECHNOLOGY CO.","","","","","",0
03860495,3,"PRODUITS CHIMIQUES UGINE KUHLMANN","","","","","",0
03860805,2,"BENDIX CORPORATION(NOW ALLIED-SIGNAL INC.)","","","","","",0
03860800,2,"BOEING COMPANY","","","","","",0
03860194,2,"PPG INDUSTRIES INC.","","","","","",0
03859885,3,"NIPPON GAKKI SEIZO KABUSHIKI KAISHA","","","","","",0
03860045,2,"JOHNSON + JOHNSON","","","","","",0
03860532,3,"NIPPON OIL COMPANY LTD.","","","","","",0
03859810,2,"DRESSER INDUSTRIES, INC.","","","","","",0
03859769,1,"","","","","","",0
03859887,1,"","","","","","",0
03859817,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03860493,3,"DR. C. OTTO   COMP. G.M.B.H.","","","","","",0
03860744,3,"BBC BROWN, BOVERI & COMPANY, LIMITED","","","","","",0
03860938,3,"AGFA-GEVAERT, AG","","","","","",0
03860818,2,"TEXAS INSTRUMENTS, INCORPORATED","","","","","",0
03860933,3,"TOKYO KEIKI COMPANY LIMITED","","","","","",0
03859896,2,"D AND B MACHINE COMPANY","","","","","",0
03860941,3,"FUJI PHOTO FILM CO., LTD","","","","","",0
03860560,2,"FIBER INDUSTRIES INC.","","","","","",0
03859768,2,"FLEX A COURT, INC.","","","","","",0
03860142,2,"INTALCO ALUMINUM CORPORATION","","","","","",0
03860105,2,"SAM STEIN ASSOCIATES, INC.","","","","","",0
03859709,2,"USX CORPORATION","","","","","",0
03859720,1,"","","","","","",0
03859838,2,"U.S. BAIRD CORPORATION","","","","","",0
03860686,2,"AT&T CORP.","","","","","",0
03860724,2,"HOFFMANN-LA ROCHE INC.","","","","","",0
03859807,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03860119,2,"LIT NING PRODUCTS CO.","","","","","",0
03860220,3,"MITSUBISHI JUKOGYO KABUSHIKI KAISHA","","","","","",0
03860416,2,"ETHYL CORPORATION","","","","","",0
03860789,2,"AMERICAN FIRE APPARATUS CO.","","","","","",0
03860786,3,"BRITISH DOMESTIC APPLIANCES LIMITED","","","","","",0
03859867,1,"","","","","","",0
03859933,3,"MANNESMANN AG","","","","","",0
03860437,6,"UNITED STATES OF AMERICA, DEPARTMENT OF ENERGY","","","","","",0
03859938,3,"TAKATORI MACHINERY WORKS LTD.","","","","","",0
03859921,2,"ALLIED-SIGNAL INC.","","","","","",0
03859926,2,"RAYMOND LEE ORGANIZATION","","","","","",0
03859841,2,"KIMBERLY-CLARK CORPORATION","","","","","",0
03860693,2,"HOOKER CHEMICALS & PLASTICS CORP.","","","","","",0
03859796,2,"SUBMARINE ENGINEERING ASSOCIATES, INC.","","","","","",0
03859974,3,"ZENITH CARBURETOR COMPANY LIMITED","","","","","",0
03859755,2,"SUNDSTRAND SYRACUSE INC.","","","","","",0
03859975,1,"","","","","","",0
03859916,1,"","","","","","",0
03859734,3,"SINTAB SWEDINVENTOR AB","","","","","",0
03860634,2,"MONSANTO COMPANY, INC.","","","","","",0
03860252,1,"","","","","","",0
03860165,3,"MASCHINENFABRIK BUCKAU R. WOLF AKTIENGESELLSCHAFT","","","","","",0
03860909,3,"OLIVETTI, ING. C., + C. S.P.A.","","","","","",0
03860580,1,"","","","","","",0
03859823,2,"UNITED MERCHANTS AND MANUFACTURES, INC.","","","","","",0
03860371,2,"SPECIALTY CONVERTERS, INC.","","","","","",0
03860147,1,"","","","","","",0
03859681,1,"","","","","","",0
03860164,1,"","","","","","",0
03860361,3,"ROLLS-ROYCE PLC","","","","","",0
03860593,2,"VELSICOL CHEMICAL CORPORATION","","","","","",0
03860359,2,"CURTISS-WRIGHT CORPORATION","","","","","",0
03860538,1,"","","","","","",0
03860259,2,"FORD MOTOR COMPANY","","","","","",0
03860590,3,"BAYER AKTIENGESELLSCHAFT","","","","","",0
03860549,2,"DE SOTO, INC.","","","","","",0
03860758,2,"U.S. PHILIPS CORPORATION","","","","","",0
03860683,1,"","","","","","",0
03860735,1,"","","","","","",0
03860704,1,"","","","","","",0
03859866,2,"FORD MOTOR COMPANY","","","","","",0
03860660,2,"ALLIED-SIGNAL INC.","","","","","",0
